Tamaño;Categoría;Sexo;Grupo;IR_Wtam;IR_Wcat;IR_Wsex;IR_Wgru;IR_Wi;ICMO_Wtam;ICMO_Wcat;ICMO_Wsex;ICMO_Wgru;ICMO_Wi
3;M;2;7;0,129328686;1,332965767;0,121619826;1,001065337;0,083862381;0,13167111;1,402940629;0,124261543;0,973085698;0,086068644
3;M;2;8;0,068149872;0,702407556;0,064087681;0,61132072;0,04419136;0,075237944;0,801651693;0,071004057;0,626426071;0,049180324
3;M;2;9;0,056067798;0,577879951;0,052725779;0,602631907;0,036356814;0,058745773;0,6259295;0,055439955;0,594223919;0,038399988
2;M;1;1;0,345740316;1,026916098;0,208106157;0,454897857;0,064607532;0,333642296;1,005489013;0,200695262;0,466978294;0,061685487
2;M;1;2;1,530015469;4,544444035;0,920938709;0,872374158;0,28590974;1,487245176;4,482071678;0,89461997;0,87407902;0,274969465
2;M;1;3;0,558363352;1,658447942;0,336087076;0,690411755;0,104339808;0,55718535;1,679174836;0,335162722;0,674007301;0,103015266
2;M;1;4;0,556482266;1,652860748;0,334954822;0,979070257;0,103988295;0,575481592;1,73431374;0,346168428;0,973246395;0,106397968
2;M;1;9;0,027136344;0,080600229;0,016333763;0,084052527;0,005070893;0,028017949;0,084436957;0,016853588;0,080159922;0,005180101
2;M;2;1;1,27463433;3,785912297;0,34542672;1,677063389;0,238187376;1,200286871;3,617272982;0,32038984;1,679966607;0,221915151
2;M;2;2;3,521167196;10,4585526;0,954238567;2,007675953;0,65799073;3,407262149;10,26837634;0,909492722;2,002505309;0,629951984
2;M;2;3;0,922032004;2,738614689;0,249871264;1,140085091;0,172297559;0,91919382;2,770150244;0,245358312;1,111916073;0,169945236
2;M;2;4;0,403022542;1,197055469;0,109219367;0,709074498;0,075311703;0,415531111;1,252275182;0,110916773;0,702740386;0,076825509
2;M;2;9;0,087317814;0,25935092;0,023663184;0,270459529;0,016316837;0,091622975;0,27612175;0,024456712;0,26213519;0,016939722
1;M;1;1;0,672183774;1,759561501;0,356577897;0,77944124;0,11070128;0,647827452;1,704882989;0,34029406;0,791797164;0,104592429
1;M;1;2;1,896327289;4,963976552;1,005957631;0,952909713;0,312304263;1,836564266;4,833273375;0,964719708;0,942569231;0,296515247
1;M;1;3;0,699534979;1,831158183;0,371087077;0,762311015;0,115205723;0,708870108;1,865528521;0,372358853;0,748808174;0,11444783
1;M;1;4;1,358181988;3,555284778;0,720484035;2,105969051;0,223677646;1,334461611;3,511893317;0,700972702;1,970772319;0,215450241
1;M;1;9;0,069011321;0,180649502;0,036608905;0,188387144;0,011365406;0,068432955;0,180094532;0,035946807;0,170972096;0,011048573
1;M;2;1;2,999691447;7,852229988;0,716437635;3,478339276;0,494016213;2,854198381;7,511373982;0,665298947;3,488500184;0,460813354
1;M;2;2;4,13673621;10,82864845;0,98800612;2,0787214;0,681274988;4,038225185;10,62736907;0,941289499;2,072514902;0,651975736
1;M;2;3;0,972606683;2,54597231;0,232294569;1,059888082;0,160177631;0,980333983;2,579938108;0,228510804;1,035566448;0,158275961
1;M;2;4;0,555226708;1,45340542;0,132608742;0,860923112;0,091439737;0,549339255;1,445692289;0,128048152;0,811280437;0,088691405
1;N;1;3;0,546268946;1,29863456;0,289783002;0,595290939;0,089964492;0,543913213;1,225144803;0,285709466;0,574557532;0,087815365
1;N;1;4;0,426969817;1,015027057;0,226497582;0,662050614;0,070317236;0,423297028;0,953461217;0,222351591;0,625137553;0,068341754
1;N;2;1;1,009034547;2,398758242;0,240994895;1,170041839;0,1661769;0,957190628;2,156037204;0,223116207;1,16991156;0,154539441
1;N;2;4;0,362927512;0,86278053;0,086680558;0,562747935;0,059770172;0,365191047;0,8225796;0,085124153;0,539324923;0,058960482
1;N;2;9;0,194167598;0,461590862;0,046374428;0,530038822;0,031977269;0,207944902;0,468388356;0,048470886;0,519527111;0,033572925
2;N;1;1;0,126293894;0,340667975;0,076018144;0,166167552;0,023600189;0,121658649;0,313806404;0,073181113;0,170278017;0,022492871
2;N;1;3;0,236365168;0,637576692;0,142271655;0,292263612;0,044168902;0,236968795;0,611237474;0,142543422;0,286652724;0,043811998
2;N;1;4;0,330510159;0,891525498;0,198938903;0,581496818;0,061761515;0,329765275;0,850596777;0,198363125;0,557694407;0,060968684
2;N;1;9;0,316944399;0,854932913;0,190773474;0,981708416;0,059226519;0,341608688;0,881145685;0,205487272;0,977349387;0,063158354
2;N;2;1;0,496014776;1,337961352;0,134420322;0,652617148;0,092688903;0,477695302;1,232167593;0,127510119;0,668600295;0,088318741
2;N;2;2;0,523079758;1,410967042;0,14175495;0,298246176;0,097746461;0,511678177;1,319823044;0,13658109;0,300721876;0,094601668
2;N;2;3;0,380680514;1,026856134;0,103164663;0,470708366;0,07113671;0,385419686;0,994151805;0,102879199;0,466228487;0,071258355
2;N;2;4;0,345560147;0,932121672;0,093647021;0,607975641;0,064573865;0,350136782;0,903143057;0,093461213;0,592146414;0,064735072
2;N;2;5;1,367544763;3,688845836;0,370605507;10,09191067;0,25554929;1,565272074;4,037463869;0,417814508;10,5279659;0,289395475
2;N;2;9;0,290459143;0,78349099;0,078714614;0,899672579;0,054277293;0,312169377;0,805209906;0,08332666;0,89312292;0,057715465
3;N;1;1;0,091084373;0,852573877;0,190247068;0,415859794;0,059063094;0,084482439;0,770438224;0,179669777;0,418056137;0,055223116
3;N;1;2;0,333346357;3,120210264;0,696257381;0,659541118;0,216156368;0,318878206;2,908012146;0,678161958;0,662590999;0,208439155
3;N;1;3;0,327940727;3,069612137;0,684966693;1,407102773;0,212651121;0,319632413;2,914890142;0,679765938;1,366999299;0,208932153
3;N;1;4;0,62909464;5,888492596;1,313984022;3,840764751;0,407932499;0,664172737;6,056928155;1,412503817;3,971229429;0,434145706
3;N;1;5;0,175002594;1,638070674;0,365526263;4,481418755;0,113479342;0,186476847;1,700576975;0,39658246;4,434371916;0,121893173
3;N;1;6;0,322813095;3,021616143;0,674256657;6,712589882;0,20932614;0,325646879;2,969739109;0,692556973;6,633032983;0,212863592
3;N;1;7;0,131056804;1,226726431;0,273737107;1,014441793;0,084982968;0,133767219;1,219891133;0,284484286;0,988576514;0,087438795
3;N;1;8;0,043406559;0,406296897;0,090662869;0,389367258;0,028146713;0,045898948;0,418575797;0,097613823;0,382151563;0,030002483
3;N;1;9;0,828794301;7,757734359;1,731094814;8,908106114;0,5374265;0,854218479;7,790051693;1,816676287;8,64057144;0,558371736
3;N;2;1;0,584033845;5,466711608;0,549221496;2,666496853;0,378713108;0,54148985;4,938120669;0,511018433;2,679529112;0,353952338
3;N;2;2;1,070528415;10,02042975;1,006717714;2,11808977;0,69417748;1,026117298;9,35768424;0,968374297;2,132149742;0,670735779
3;N;2;3;1,243782665;11,64213546;1,169644845;5,336726714;0,80652312;1,295388505;11,81330498;1,222492726;5,540098887;0,846748632
3;N;2;4;0,55293409;5,175609656;0,519975495;3,375787403;0,358546665;0,575276094;5,246234566;0,542903413;3,439697577;0,376037184
3;N;2;5;0,986941546;9,238034503;0,928113186;25,27333023;0,639976096;1,163414213;10,60976446;1,097945062;27,66569362;0,760481809
3;N;2;6;0,35252406;3,299718654;0,331511253;7,330401017;0,22859203;0,35831768;3,267680711;0,338153963;7,29849766;0,234219312
3;N;2;7;0,208672245;1,953227532;0,196233975;1,615222098;0,135312217;0,216229043;1,971902347;0,204061122;1,597992063;0,141341108
3;N;2;8;0,233286712;2,183625469;0,219381254;2,092637842;0,151273315;0,247371431;2,255905581;0,233451025;2,059597926;0,161697761
3;N;2;9;0,651417089;6,097436635;0,612588245;7,001607694;0,422407352;0,681609438;6,215942273;0,643253029;6,894600369;0,445543446
3;O;1;1;0,207760648;2,162360728;0,4339477;0,948563375;0,134721098;0,196107955;2,130403808;0,417065048;0,970428114;0,12818868
3;O;1;2;2,553347212;26,57508908;5,333152162;5,05191505;1,65570209;2,383867073;25,89695811;5,069797587;4,953392341;1,558247719
3;O;1;3;0,871962651;9,075336496;1,82126014;3,741350082;0,565418748;0,848964654;9,222662761;1,805502917;3,630839797;0,554937501
3;O;1;4;0,674178148;7,016806905;1,408149519;4,116009744;0,43716662;0,66135085;7,184534509;1,406502477;3,954356767;0,43230114
3;O;1;9;0,143805229;1,496716452;0,300364622;1,54565764;0,093249605;0,148783943;1,616303016;0,316420527;1,504975976;0,097254684
3;O;2;1;0,429182735;4,466908911;0,403600555;1,959500161;0,27830087;0,405045846;4,400184655;0,382252582;2,004344377;0,264763826
3;O;2;2;2,375249622;24,72145974;2,233668754;4,699540766;1,540215818;2,220849631;24,12603057;2,095875106;4,614661479;1,451689111
3;O;2;3;0,472820527;4,921088506;0,44463724;2,028741843;0,306597525;0,47675562;5,179198309;0,44992701;2,038981564;0,311637912
3;O;2;4;0,426714973;4,441224592;0,401279888;2,605191214;0,276700666;0,436383611;4,74062007;0,411826867;2,60923001;0,285248189
3;O;2;5;0,012495922;0,130056824;0,01175108;0,319992154;0,008102902;0,015451507;0,167856266;0,014582;0,367432898;0,010100091
3;O;2;7;0,008873062;0,092350314;0,008344168;0,068681707;0,005753682;0,009932782;0,107904016;0,009373831;0,073405987;0,0064927
3;O;2;8;0,050490565;0,525502858;0,047480987;0,452912493;0,032740292;0,057586445;0,625585956;0,054345866;0,479460878;0,037642177
3;O;2;9;0,256672023;2,671427465;0,241372642;2,758780573;0,166437374;0,274891763;2,986265694;0,259422697;2,78057894;0,179686807
2;O;1;1;0,235751888;0,707100005;0,141902513;0,310183754;0,0440543;0,229613949;0,705525023;0,138119274;0,321376311;0,042452197
2;O;1;2;0,802409986;2,406700148;0,482982317;0,457512848;0,149944125;0,758706837;2,331246255;0,456383587;0,445904777;0,140273585
2;O;1;3;0,19162736;0,574755554;0,115343313;0,236945676;0,035808872;0,190491827;0,585316142;0,114586213;0,230431189;0,035219099
2;O;1;4;0,402046112;1,205872876;0,24199744;0,707356576;0,07512924;0,400086286;1,229328128;0,240663199;0,676620315;0,073969991
2;O;2;1;0,468938624;1,406506246;0,127082668;0,616992482;0,087629258;0,452230114;1,389548252;0,120712754;0,63295826;0,083610607
2;O;2;2;0,836029547;2,507536634;0,226564543;0,476681829;0,156226518;0,789597892;2,426163885;0,210765566;0,46405997;0,145984881
2;O;2;3;0,14300839;0,428930746;0,038755365;0,176828714;0,02672358;0,145181939;0,446094375;0,038753084;0,175621429;0,026841977
2;O;2;4;0,248171056;0,744349307;0,067254515;0,436630086;0,046375036;0,259119604;0,796185794;0,069166205;0,438219439;0,047907352
1;O;1;1;0,092528993;0,244587908;0,049084484;0,107293445;0,015238508;0,090215186;0,242065447;0,047388686;0,110264127;0,014565337
1;O;1;2;0,135729683;0,358783104;0,072001448;0,068204541;0,022353187;0,130653413;0,350569327;0,068630282;0,067054494;0,021094132
1;O;1;4;0,130201888;0,344171126;0,069069081;0,20188837;0,02144282;0,128844839;0,345716558;0,067680264;0,190281863;0,020802136
1;O;2;1;0,248420987;0,656667362;0,05933215;0,288060452;0,040912206;0,240969983;0,646570821;0,056168862;0,294521865;0,038904859
1;O;2;3;0,044530404;0,117710116;0,010635513;0,048526548;0,007333668;0,045155868;0,121162256;0,0105256;0,047699971;0,007290463
2;P;1;1;1,004305193;2,133788293;0,604505998;1,321385617;0,187671721;0,946975719;2,100977828;0,569632636;1,325422799;0,175081695
2;P;1;2;6,422253012;13,644984;3,865648104;3,661797984;1,200108576;6,147873827;13,63978648;3,698119711;3,613208918;1,136650232
2;P;1;4;0,777072887;1,65100115;0,467731547;1,367175557;0,145209451;0,767624482;1,70306586;0,461747802;1,298195756;0,141922325
2;P;1;9;0,271399724;0,576627063;0,163359467;0,840637645;0,050715712;0,277262093;0,615138803;0,166780978;0,793252474;0,051261628
2;P;2;1;1,097789435;2,332408775;0,297501641;1,444384815;0,205140862;1,024842111;2,273733645;0,273558769;1,434407528;0,18947803
2;P;2;2;3,204320106;6,80803084;0,868372802;1,827018164;0,598782395;3,042535123;6,750224646;0,812136968;1,788149098;0,562519393
2;P;2;4;0,401892735;0,853877904;0,108913189;0,707086726;0,075100579;0,39824241;0,88354797;0,106301939;0,673501977;0,073629086
2;P;2;9;0,322495465;0,685187184;0,087396478;0,998902371;0,060263831;0,337662706;0,749144719;0,090131537;0,966059853;0,062428801
3;P;1;1;0,340924905;2,513526923;0,712086624;1,556545388;0,221070631;0,314921358;2,470229515;0,669746882;1,558368905;0,205852706
3;P;1;2;3,429195353;25,28232673;7,162527888;6,784820933;2,22364036;3,19032621;25,02478087;6,78490353;6,62911854;2,0854009
3;P;1;3;0,47925851;3,533414979;1,001022714;2,056365443;0,310772194;0,4624079;3,627107575;0,983408211;1,977619441;0,302259326
3;P;1;4;0,797969696;5,88316748;1,666711754;4,871785082;0,517438478;0,777977222;6,102419695;1,654533126;4,651690539;0,508535583
3;P;1;5;0,083606478;0,616403;0,17462806;2,140971919;0,0542141;0,080554118;0,631863016;0,171315371;1,915556396;0,052655314
3;P;1;7;0,014432582;0,106406667;0,030145197;0,111715024;0,009358718;0,014648739;0,114904074;0,031153642;0,108258206;0,009575351
3;P;1;9;0,119668761;0,88227832;0,249951009;1,286232326;0,077598462;0,121206235;0,95073647;0,257770698;1,22602257;0,079228134
3;P;2;1;0,564498599;4,161862058;0,530850682;2,577305669;0,366045599;0,514990916;4,039566483;0,486010681;2,54840077;0,336630943
3;P;2;2;2,929934309;21,60143966;2,755290499;5,797009965;1,899897647;2,695112546;21,1403463;2,543449684;5,600123426;1,761697631
3;P;2;3;0,249655617;1,840628552;0,234774461;1,071203063;0,161887629;0,240114482;1,88344762;0,226602449;1,026918158;0,156954156
3;P;2;4;0,35336207;2,605222042;0,332299312;2,157355187;0,229135433;0,350086927;2,746066721;0,330386382;2,093243865;0,228839167
3;P;2;5;0,108522208;0,800098462;0,102053554;2,779007145;0,07037055;0,115625339;0,906960164;0,109118721;2,749541119;0,075580104
3;P;2;7;0,030123907;0,222093637;0,02832832;0,233173323;0,01953366;0,030375482;0,238263969;0,028666154;0,224483163;0,019855355
3;P;2;8;0,01120552;0,082614603;0,010537595;0,100516204;0,007266149;0,01195441;0,093769879;0,011281696;0,099531619;0,007814166
3;P;2;9;0,160404796;1,182611674;0,15084359;1,724074286;0,10401349;0,167507004;1,313917701;0,158080833;1,694363063;0,109493273
3;Q;1;1;0,114811885;1,717807835;0,239806499;0,524191421;0,074449052;0,107390547;1,617419118;0,228388713;0,531415493;0,070197318
3;Q;1;2;1,857189645;27,78714862;3,87909444;3,674535243;1,204283054;1,822294651;27,44575107;3,875495044;3,786511618;1,19116813
3;Q;1;3;0,764350329;11,43615907;1,596491301;3,279615431;0,495638209;0,783040952;11,7934534;1,665302221;3,348898259;0,51184556
3;Q;1;4;0,447778995;6,699639698;0,935271749;2,733791817;0,290359499;0,460156114;6,930454493;0,978619312;2,75137084;0,300787415
3;Q;1;5;0,087403879;1,30773106;0,182559656;2,238214728;0,056676501;0,094297144;1,420218155;0,200542824;2,24236207;0,061638634
3;Q;1;9;0,075272221;1,126217993;0,157220376;0,809046265;0,048809803;0,081082639;1,221193248;0,172439383;0,820165276;0,05300079
3;Q;2;1;0,204874853;3,065324003;0,192662933;0,935387832;0,132849822;0,188639692;2,841120135;0,178024315;0,933471875;0,123306946
3;Q;2;2;1,427047769;21,35139432;1,341986115;2,823479732;0,925360234;1,369752251;20,62996743;1,292671779;2,846182317;0,895357524
3;Q;2;3;0,183894122;2,75141169;0,172932794;0,789038713;0,119244998;0,191256608;2,880533757;0,180493969;0,817963505;0,12501753
3;Q;2;4;0,134327443;2,009798318;0,126320623;0,820099355;0,087103793;0,141194828;2,126548582;0,13324933;0,844233775;0,092293954
3;Q;2;5;0,071675277;1,07240075;0,067402948;1,83544096;0,046477387;0,081678255;1,230163881;0,077081951;1,942288104;0,053390122
3;Q;2;7;0,008963312;0,134108488;0,008429039;0,069380287;0,005812204;0,009871525;0,14867597;0,009316022;0,072953285;0,006452659
3;Q;2;8;0,021716702;0,324923854;0,02042224;0,19480403;0,01408206;0,022534;0,339386696;0,021265938;0,187616573;0,014729661
3;Q;2;9;0,073411004;1,098370592;0,069035214;0,789041403;0,047602908;0,079183727;1,192593561;0,074727798;0,800957448;0,05175954
2;Q;1;2;0,625281588;2,696026629;0,376366141;0,356518943;0,116844633;0,640405196;2,728090674;0,385221809;0,376376912;0,118401375
2;Q;1;3;0,400793859;1,728102885;0,241243691;0,495578354;0,074895235;0,425302779;1,811766289;0,255831631;0,514473646;0,078632144
2;Q;1;4;0,293911683;1,267259005;0,176909744;0,517105763;0,054922459;0,310157187;1,321252441;0,186568306;0,524533484;0,057343441
2;Q;1;5;0,068590391;0,295741189;0,04128556;0,506168513;0,012817296;0,070580122;0,300667411;0,042455936;0,474719462;0,013049213
2;Q;2;1;0,243609441;1,050370831;0,066018315;0,320522103;0,045522619;0,237435315;1,011461293;0,063378068;0,332323388;0,043898251
2;Q;2;2;0,354031689;1,526478435;0,095942814;0,20185946;0,066156918;0,36009823;1,53399852;0,0961202;0,21163579;0,066576795
2;Q;2;3;0,141310709;0,609289385;0,038295293;0,174729545;0,02640634;0,158162078;0,673761693;0,042217843;0,19132304;0,029241811
2;Q;2;4;0,075361613;0,324936668;0,020423045;0,132590593;0,014082615;0,08160994;0,347653826;0,021783955;0,138017586;0,015088461
1;Q;1;1;0,157849378;0,599822703;0,083735433;0,183036722;0,025996058;0,150383689;0,559427344;0,0789943;0,183804157;0,024279606
1;Q;1;2;0,492115539;1,870023674;0,261055876;0,247289421;0,081046021;0,487002788;1,811650435;0,255815272;0,249941618;0,078627116
1;Q;1;3;0,484941372;1,842762061;0,257250147;0,528459849;0,079864514;0,49934349;1,85755785;0,262297658;0,527476731;0,080619536
1;Q;1;4;0,441070699;1,676054877;0,233977773;0,683915153;0,072639496;0,449624566;1,672603445;0,236181052;0,664018839;0,072592363
1;Q;1;9;0,056520199;0,214774989;0,029982654;0,154288871;0,009308256;0,058500378;0,217621415;0,030729373;0,146156661;0,009444948
1;Q;2;1;0,236576766;0,898984321;0,056503311;0,274326301;0,038961593;0,226247982;0,841642523;0,05273724;0,276528125;0,036527976
1;Q;2;2;0,280672033;1,066544956;0,067034897;0,141038474;0,046223599;0,278602578;1,036401625;0,064940826;0,142985586;0,044980681
1;Q;2;3;0,118524947;0,450391094;0,028308156;0,129161336;0,019519756;0,122839705;0,456963718;0,028633303;0,12976055;0,019832601
1;R;1;1;0,033776157;0,920194364;0,017917468;0,039165673;0,005562562;0,032520604;0,872704507;0,017082586;0,039747809;0,005250486
1;R;1;2;0,068380446;1,862950288;0,03627424;0,034361363;0,011261508;0,067399057;1,808682938;0,035403715;0,034590827;0,010881649
1;R;1;3;0,028753819;0,783366273;0,015253234;0,031334177;0,004735438;0,029370063;0,78815838;0,015427654;0,031024786;0,004741828
1;R;1;4;0,064395874;1,754394977;0,034160517;0,099850917;0,010605293;0,065751047;1,76445789;0,034538041;0,097103089;0,010615576
1;R;1;9;0,03063576;0,834637703;0,01625156;0,083629516;0,005045373;0,032043353;0,859897288;0,016831894;0,080056739;0,005173433
1;R;2;1;0,126561789;3,448037204;0,030227652;0,146756708;0,020843336;0,120579652;3,23580729;0,028106496;0,14737663;0,019467713
1;R;2;2;0,106390887;2,898503081;0,025410092;0,053461715;0,01752141;0,106500061;2,857975348;0,024824616;0,054658409;0,017194548
1;R;2;3;0,28942907;7,885177706;0,069126402;0,315402338;0,047665787;0,300401366;8,061400994;0,070022012;0,317326116;0,048500119
1;R;2;4;0,041572981;1,132610297;0,009929171;0,064462209;0,006846613;0,042293473;1,134963697;0,009858391;0,06246025;0,006828326
1;R;2;5;0,019174336;0,522383753;0,004579543;0,124704941;0,003157802;0,020264068;0,543795065;0,00472345;0,11902009;0,003271655
1;R;2;7;0,03568352;0,972158396;0,008522549;0,07014998;0,005876684;0,037772871;1,013651379;0,008804662;0,068948849;0,00609847
1;R;2;8;0,02039916;0,555752757;0,004872076;0,04647385;0,003359517;0,020777457;0,557572065;0,004843118;0,042727917;0,003354542
1;R;2;9;0,053296056;1,45199263;0,012729076;0,145487606;0,008777275;0,056928172;1,527692193;0,013269664;0,142228679;0,009191114
2;R;1;1;0,021900787;0,677013886;0,013182405;0,02881533;0,004092539;0,020608903;0,633321894;0,012396837;0,028844995;0,003810279
2;R;1;2;0,063592447;1,965818361;0,038277225;0,036258723;0,011883344;0,061327612;1,884628146;0,03689029;0,03604327;0,011338561
2;R;1;3;0,035871375;1,10888338;0,021591506;0,044354664;0,006703184;0,035038411;1,076747866;0,021076593;0,042384719;0,00647808
2;R;1;4;0,067396649;2,083416751;0,04056703;0,118577102;0,012594225;0,068411555;2,102321272;0,041151482;0,115696663;0,012648277
2;R;1;5;0,019544331;0,604169317;0,011764019;0,144229024;0,003652195;0,019741233;0,606657966;0,011874909;0,132778854;0,00364986
2;R;1;9;0,019431937;0,600694909;0,011696368;0,060188779;0,003631192;0,021555737;0,662418554;0,012966384;0,0616714;0,003985334
2;R;2;1;0,108769019;3,362351079;0,029476474;0,143109702;0,020325364;0,10222924;3,141555605;0,027287818;0,143083885;0,018900663
2;R;2;2;0,180243408;5,571822046;0,048846079;0,102770001;0,033681585;0,174715761;5,369102607;0,04663648;0,102683393;0,03230234
2;R;2;3;0,38387748;11,8667142;0,104031043;0,474661389;0,071734118;0,372931563;11,46037325;0,099545772;0,451122049;0,068949487
2;R;2;4;0,06382738;1,973080762;0,017297261;0,112297359;0,011927245;0,065522365;2,013535005;0,017489736;0,110810504;0,012114109
2;R;2;5;0,048621357;1,503020559;0,013176419;0,358805359;0,009085738;0,052302362;1,607277719;0,01396095;0,351783881;0,009669927
2;R;2;7;0,023776529;0,734998251;0,006443455;0,05303674;0,004443054;0,024668021;0,75806061;0,006584579;0,051563494;0,004560749
2;R;2;8;0,022677592;0,701027051;0,006145642;0,058622159;0,004237699;0,025093754;0,771143611;0,006698219;0,059094353;0,004639461
2;R;2;9;0,066641141;2,060061913;0,018059792;0,206415287;0,012453045;0,07462771;2,293346804;0,019920205;0,213511392;0,013797551
3;R;1;1;0,006940797;0,744537143;0,014497177;0,031689281;0,004500716;0,006421831;0,697719821;0,013657382;0,031778035;0,004197719
3;R;1;2;0,039292349;4,214878275;0,082069558;0,077741723;0,025478879;0,036920649;4,011358781;0,078519569;0,076716718;0,024133693
3;R;1;3;0,016146421;1,732021619;0,033724876;0,069279817;0,010470046;0,016213305;1,76154496;0,034481022;0,069340828;0,010598051
3;R;1;4;0,034791622;3,732086663;0,072668932;0,212410705;0,022560411;0,03617863;3,930739903;0,07694151;0,216319691;0,023648663
3;R;1;5;0,013027541;1,397460357;0,027210502;0,333605726;0,008447628;0,014299009;1,553560381;0,030409868;0,3400268;0,009346745
3;R;1;6;0,009433732;1,011953551;0,019704147;0,196165445;0,006117245;0,009790804;1,063752414;0,020822216;0,19942684;0,006399895
3;R;1;7;0,003672721;0,393971678;0,007671178;0,028428603;0,002381553;0,003816479;0,414653248;0,00811655;0,028204829;0,002494694
3;R;1;9;0,013614078;1,460377973;0,028435596;0,146327805;0,008827964;0,014001892;1,521279099;0,029777984;0,141631618;0,00915253
3;R;2;1;0,032081957;3,441421703;0,030169656;0,146475137;0,020803345;0,0294743;3,202327019;0,027815684;0,145851753;0,019266284
3;R;2;2;0,05417253;5,81107074;0,050943483;0,107182846;0,03512784;0,051784471;5,62628505;0,048870388;0,107601974;0,033849637
3;R;2;3;0,042997478;4,612326262;0,040434539;0,18449026;0,027881446;0,043408563;4,716258409;0,04096582;0,185649115;0,028374608
3;R;2;4;0,037211264;3,991640887;0,034993222;0,227183164;0,024129412;0,038010681;4,129788713;0,035871694;0,227273908;0,024846208
3;R;2;5;0,028098965;3,014167333;0,026424077;0,719550631;0,018220599;0,02888101;3,137867248;0,027255781;0,686783065;0,018878472
3;R;2;6;0,005857484;0,628330477;0,005508338;0,121800776;0,003798249;0,006235665;0,677493223;0,005884763;0,127012951;0,004076029
3;R;2;7;0,011432995;1,226413884;0,010751512;0,088496802;0,007413654;0,011586624;1,258864875;0,010934607;0,085628339;0,007573757
3;R;2;8;0,003364376;0,360895624;0,003163837;0,030179264;0,002181609;0,00357723;0,388659278;0,003375927;0,029783776;0,002338306
3;R;2;9;0,022291608;2,391213933;0,020962878;0,239596251;0,014454854;0,023015564;2,500597635;0,021720403;0,232806517;0,015044442
